10 7
GC MC HC BC AAC HCC NGFC
0	0	0	0	0	0	0       
0	0	0	0	0	0	0       
-70	-70	-70	-70	-70	-70	-70     
-70	-70	-70	-70	-70	-70	-70     
-70	-70	-70	-70	-70	-70	-70     
-70	-70	-70	-70	-70	-70	-70     
-70	-70	-70	-70	-70	-70	-70     
-90	-90	-90	-90	-90	-90	-90     
0	0	0	0	0	0	0       
0	0	0	0	0	0	0       
