10 7
GC MC HC BC AAC HCC NGFC
5.5	6.2	0.6	0.6	0.6	0.6	NA     
5.5	2.2	3.6	3.6	3.6	3.6	NA     
0.001	6	10.48	4.43	4.43	NA	10     
2.5	3.3	2.88	3.35	NA	3.45	NA     
2.9	3.3	NA	NA	NA	NA	NA     
1.1	4.7	NA	4.78	NA	4.7	NA     
10.0	NA	NA	14	14	16.2	13.8   
428.1   NA      NA      428.1   428.1   428.1   428.1  
NA	NA	NA	3 	NA	NA	3
NA      NA      NA      3       NA      NA      3    

