10 7
GC MC HC BC AAC HCC NGFC
0.5	0.7	0.5	4.7	4.7	4.7	NA
0.3	0.5	0.2	0.3	0.3	0.3	NA
1.5	1	0.623	2.14	2.14	NA	0.473
0.4	1.5	5.2	4.27	NA	3.82	NA
0.75	3	NA	NA	NA	NA	NA
0.15	0.6	NA	0.664	NA	0.325	NA
0.05	NA	NA	0.183	0.183	0.168	0.113
0.1	NA	NA	0.181	0.181	0.215	0.169
NA	NA	NA	0.33	NA	NA	0.33
NA	NA	NA	0.33	NA	NA	0.33
