8 7
GC MC HC BC AAC HCC NGFC
0	0	0	0	0	0	0       
0	0	0	0	0	0	0       
-85.7	-70	-70	-70	-70	-70	-70     
-28.99	-70	-70	-70	-70	-70	-70     
-28.99	-70	-70	-70	-70	-70	-70     
-28.99	-70	-70	-70	-70	-70	-70     
-38.148	-70	-70	-70	-70	-70	-70     
-90	-90	-90	-90	-90	-90	-90     
