65 4
 1.03953100e+06 -1.42728603e+03 2.29609949e+03 2.29102570e+03
 1.03953900e+06 -1.20151406e+03 2.19930610e+03 2.30035190e+03
 1.03956800e+06 -8.12839394e+02 2.16408939e+03 2.32660528e+03
 1.03957100e+06 -5.11879192e+02 3.07062959e+03 2.25307263e+03
 1.03958000e+06 -7.92539011e+02 2.88406935e+03 2.25785387e+03
 1.03958100e+06 -6.41571949e+02 2.12328430e+03 2.36913088e+03
 1.03959200e+06 -8.31607596e+02 2.34927169e+03 1.98674766e+03
 1.03959500e+06 -1.88296297e+02 2.59487166e+03 2.74818659e+03
 1.03960600e+06 -1.34836599e+02 2.95155521e+03 2.34148840e+03
 1.03960900e+06 -2.46323242e+02 2.34715867e+03 2.23072123e+03
 1.03961800e+06 -6.37868466e+02 2.27906744e+03 2.14326157e+03
 1.03962600e+06 -7.25722470e+02 2.12267274e+03 2.37501763e+03
 1.03962700e+06 -4.81039386e+02 2.92597573e+03 2.64802702e+03
 1.03964000e+06 -5.50279447e+02 2.35259979e+03 2.13507415e+03
 1.03964400e+06 -8.53856713e+02 2.61336292e+03 2.57112315e+03
 1.03964500e+06 -3.10678324e+02 2.21727709e+03 2.48813694e+03
 1.03964600e+06 -9.90643464e+01 3.05007960e+03 2.38826658e+03
 1.03965200e+06 -7.23454595e+02 2.95762415e+03 2.35629193e+03
 1.03965700e+06 -2.86653964e+02 2.89882054e+03 2.65516347e+03
 1.03966000e+06 -6.40866077e+02 2.25113687e+03 2.67869467e+03
 1.03966500e+06 -1.99234551e+02 2.20702886e+03 2.64992994e+03
 1.03967500e+06 -3.76142597e+02 2.28717998e+03 2.82828756e+03
 1.03967600e+06 -9.81910385e+02 2.89750573e+03 2.27042987e+03
 1.03967800e+06 -4.55612160e+01 2.39632656e+03 2.70419211e+03
 1.03968400e+06 -2.12486160e+02 2.32025816e+03 2.26404221e+03
 1.03969300e+06 -3.01430364e+02 2.99572249e+03 2.63330162e+03
 1.03969400e+06 -2.76486518e+02 3.03851780e+03 2.25096613e+03
 1.03969900e+06 -8.60025748e+02 2.67963376e+03 2.53199155e+03
 1.03973500e+06 7.71956285e+02 2.98164175e+03 2.13802501e+03
 1.03976300e+06 7.52532781e+02 2.44602034e+03 2.73112874e+03
 1.03980300e+06 4.76731914e+02 2.37086803e+03 2.74009163e+03
 1.04115600e+06 -1.49820189e+03 1.96927794e+03 2.24079331e+03
 1.04115800e+06 -1.12107218e+03 2.92623449e+03 1.93250576e+03
 1.04119300e+06 -1.50247340e+03 2.91811750e+03 1.81630096e+03
 1.04123200e+06 -1.13124467e+03 2.77640680e+03 2.62634312e+03
 1.04126100e+06 -1.06336592e+03 1.98752753e+03 1.85454269e+03
 1.04126300e+06 -7.08230981e+02 3.13675164e+03 2.34859927e+03
 1.04127100e+06 -3.07196150e+02 3.13485863e+03 2.47444590e+03
 1.04128100e+06 -1.63590698e+02 2.40028834e+03 1.96889957e+03
 1.04128600e+06 -1.05742337e+02 2.08657768e+03 2.73424555e+03
 1.04128900e+06 -1.32925782e+02 2.23997135e+03 2.95816695e+03
 1.04129000e+06 -3.42808839e+02 2.13283806e+03 2.19182779e+03
 1.04129600e+06 -5.94387290e+02 2.03392700e+03 2.25368928e+03
 1.04129700e+06 -9.72316286e+01 2.84886219e+03 2.92438216e+03
 1.04130500e+06 -3.28139908e+02 2.08228472e+03 2.69001652e+03
 1.04130800e+06 -6.94159523e+02 2.72733626e+03 2.81373775e+03
 1.04131600e+06 -7.06003092e+02 2.35764382e+03 1.92880334e+03
 1.04132400e+06 -5.81686735e+02 3.13583036e+03 2.26946034e+03
 1.04132700e+06 -8.25908398e+02 3.07300752e+03 1.93393532e+03
 1.04133000e+06 -5.59122829e+02 2.30123284e+03 1.96811850e+03
 1.04133300e+06 -1.83189136e+02 2.33560972e+03 3.07973096e+03
 1.04133900e+06 -2.88037503e+02 1.99688062e+03 2.74904168e+03
 1.04134200e+06 -5.48557022e+02 1.97882023e+03 2.55402601e+03
 1.04135500e+06 -2.22662011e+02 2.45237803e+03 3.08932880e+03
 1.04136400e+06 -4.04616389e+02 1.98072958e+03 2.58661940e+03
 1.04136900e+06 -5.58242155e+02 2.14849485e+03 2.87284419e+03
 1.04137000e+06 -8.00905003e+02 2.65579289e+03 2.87272503e+03
 1.04137500e+06 -1.12271108e+02 2.88349197e+03 2.93277952e+03
 1.04138000e+06 -8.03823764e+02 2.79839627e+03 2.75431453e+03
 1.04138900e+06 -8.24634269e+02 2.92547403e+03 2.69912720e+03
 1.04140600e+06 -3.62174427e+02 2.16126697e+03 2.88901888e+03
 1.04140700e+06 -8.95820936e+02 2.66117444e+03 2.86037090e+03
 1.04250400e+06 -1.88380297e+03 2.55669774e+03 2.09036568e+03
 1.04253100e+06 -1.34729505e+03 2.03547706e+03 2.59129994e+03
 1.04253600e+06 -3.81436303e+02 2.28475898e+03 1.85006913e+03
