1336 4
1039531 1046073 366.563141 582.687927
1039531 1046172 523.183716 146.908447
1039531 1046412 161.217438 571.987183
1039531 1046464 359.639923 32.186722
1039531 1046524 294.524872 422.497559
1039531 1046548 613.996155 18.941629
1039531 1046647 35.909893 574.959106
1039531 1046684 425.329498 635.926880
1039539 1046146 613.996155 18.941629
1039568 1046335 98.536438 33.132633
1039568 1046352 116.389114 724.739136
1039568 1046360 106.231628 293.488007
1039568 1046389 413.065277 176.810104
1039568 1046397 582.361938 83.530380
1039568 1046418 277.197510 65.592873
1039568 1046424 396.550781 11.513301
1039568 1046450 366.563141 582.687927
1039568 1046457 171.778107 338.035950
1039568 1046464 422.163055 490.195984
1039568 1046479 523.183716 146.908447
1039568 1046489 77.896980 158.282303
1039568 1046504 393.452332 305.798401
1039568 1046509 184.738266 86.088058
1039568 1046515 369.585571 620.796143
1039568 1046527 382.237122 999.220398
1039568 1046529 356.374725 194.816116
1039568 1046547 161.217438 571.987183
1039568 1046548 560.394104 851.980713
1039568 1046561 16.496515 376.699097
1039568 1046564 359.639923 32.186722
1039568 1046565 19.201107 25.229801
1039568 1046566 148.368240 321.765930
1039568 1046579 294.524872 422.497559
1039568 1046592 613.996155 18.941629
1039568 1046597 188.877838 856.816162
1039568 1046619 204.948364 954.143982
1039568 1046629 425.329498 635.926880
1039568 1046639 383.628052 285.296906
1039568 1046645 3.340979 635.477234
1039568 1046648 113.680527 19.570915
1039568 1046669 83.183075 244.929245
1039568 1046677 244.806992 272.801788
1039568 1046687 259.751404 523.285522
1039568 1046688 138.517273 408.097229
1039568 1046728 366.922455 543.655579
1039571 1046305 53.205681 245.554153
1039571 1046319 98.536438 33.132633
1039571 1046330 116.389114 724.739136
1039571 1046333 106.231628 293.488007
1039571 1046335 298.375183 169.091019
1039571 1046352 51.230770 1055.715210
1039571 1046360 277.197510 65.592873
1039571 1046382 396.550781 11.513301
1039571 1046388 366.563141 582.687927
1039571 1046389 171.778107 338.035950
1039571 1046397 422.163055 490.195984
1039571 1046404 456.586304 327.448639
1039571 1046417 523.183716 146.908447
1039571 1046424 263.589020 363.917908
1039571 1046425 77.896980 158.282303
1039571 1046441 393.452332 305.798401
1039571 1046457 369.585571 620.796143
1039571 1046466 325.600494 241.901031
1039571 1046479 356.374725 194.816116
1039571 1046489 161.217438 571.987183
1039571 1046502 560.394104 851.980713
