14 7
 1.03964600e+06 1.03960600e+06 0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 3.39855360e-04
 1.03962600e+06 1.03956800e+06 0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 3.60458340e-04
 1.04140600e+06 1.03967500e+06 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.86251510e-04
 1.03969900e+06 1.03964400e+06 0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 4.85443070e-04
 1.03969300e+06 1.03965700e+06 3.00000000e+00 0.00000000e+00 3.00000000e+00 0.00000000e+00 3.86038960e-04
 1.04132400e+06 1.03957100e+06 0.00000000e+00 3.00000000e+00 1.00000000e+00 3.00000000e+00 3.99122600e-04
 1.04140700e+06 1.04137000e+06 3.00000000e+00 1.00000000e+00 2.00000000e+00 1.00000000e+00 4.03162470e-04
 1.04136400e+06 1.04134200e+06 2.00000000e+00 1.00000000e+00 2.00000000e+00 1.00000000e+00 2.78028520e-04
 1.03965200e+06 1.03958000e+06 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 2.85604150e-04
 1.04135500e+06 1.04133300e+06 0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 3.17181140e-04
 1.03958100e+06 1.03956800e+06 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.77764300e-04
 1.03962600e+06 1.03958100e+06 0.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 4.51587530e-04
 1.03964000e+06 1.03961800e+06 1.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 3.40211640e-04
 1.03968400e+06 1.03960900e+06 0.00000000e+00 1.00000000e+00 0.00000000e+00 1.00000000e+00 6.11655680e-04
