11 7
 1.03211800e+06 1.03180300e+06 1.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00 7.92920810e-05
 1.03267400e+06 1.03222000e+06 3.00000000e+00 1.00000000e+00 3.00000000e+00 0.00000000e+00 7.92004160e-05
 1.03211800e+06 1.03174500e+06 0.00000000e+00 1.00000000e+00 0.00000000e+00 1.00000000e+00 9.72825560e-05
 1.03152100e+06 1.03119700e+06 1.00000000e+00 0.00000000e+00 2.00000000e+00 2.00000000e+00 1.13838950e-04
 1.03267600e+06 1.03250300e+06 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.10064560e-04
 1.03232900e+06 1.03221400e+06 3.00000000e+00 1.00000000e+00 0.00000000e+00 1.00000000e+00 7.92781760e-05
 1.03348900e+06 1.03301900e+06 1.00000000e+00 2.00000000e+00 1.00000000e+00 0.00000000e+00 2.06695120e-04
 1.03309700e+06 1.03295400e+06 2.00000000e+00 0.00000000e+00 1.00000000e+00 0.00000000e+00 1.06109410e-04
 1.03155700e+06 1.03131700e+06 1.00000000e+00 0.00000000e+00 3.00000000e+00 0.00000000e+00 1.22911540e-04
 1.03253000e+06 1.03222000e+06 1.00000000e+00 0.00000000e+00 2.00000000e+00 0.00000000e+00 9.73474340e-05
 1.03241700e+06 1.03232700e+06 2.00000000e+00 1.00000000e+00 1.00000000e+00 0.00000000e+00 8.83910470e-05
